,id,gender,own_car,own_house,income,income_type,education,family_status,housing_type,occupation_type,count_fam_mem,years_employed,age,total_due_months,status
268,5009094,M,Y,Y,276750.0,Working,Higher education,Married,Own House,Managers,3,3.3,33.4,4,0
269,5009095,M,Y,Y,276750.0,Working,Higher education,Married,Own House,Managers,3,3.3,33.4,4,0
271,5009096,F,N,Y,270000.0,Commercial associate,Secondary education,Married,Own House,Accountants,3,12.0,37.5,25,1
272,5009097,F,N,Y,270000.0,Commercial associate,Secondary education,Married,Own House,Accountants,3,12.0,37.5,5,0
273,5009098,F,N,Y,270000.0,Commercial associate,Secondary education,Married,Own House,Accountants,3,12.0,37.5,18,1
274,5009099,F,N,Y,276750.0,Working,Higher education,Separated,Own House,Managers,1,1.5,36.4,29,1
275,5009100,F,N,Y,276750.0,Working,Higher education,Separated,Own House,Managers,1,1.5,36.4,28,1
276,5009103,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Drivers,4,11.1,35.2,39,1
277,5009104,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Drivers,4,11.1,35.2,28,1
278,5009105,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Drivers,4,11.1,35.2,31,1
279,5009106,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Drivers,4,11.1,35.2,61,1
280,5112876,M,Y,Y,157500.0,Working,Secondary education,Married,Own House,Drivers,4,11.1,35.2,26,1
281,5009108,M,N,Y,276750.0,Commercial associate,Secondary education,Married,Own House,Low-skill Laborers,2,7.5,42.0,8,0
282,5009109,M,N,Y,276750.0,Commercial associate,Secondary education,Married,Own House,Low-skill Laborers,2,7.5,42.0,21,1
283,5009110,F,N,Y,112500.0,Commercial associate,Higher education,Married,Own House,High skill tech staff,2,0.9,24.2,4,0
284,5009116,F,N,N,157500.0,Commercial associate,Higher education,Separated,Own House,Others,1,1.2,43.1,13,1
285,5009117,F,N,N,157500.0,Commercial associate,Higher education,Separated,Own House,Others,1,1.2,43.1,50,1
286,5009118,F,N,N,157500.0,Commercial associate,Higher education,Separated,Own House,Others,1,1.2,43.1,13,1
287,5009120,F,N,N,157500.0,Commercial associate,Higher education,Separated,Own House,Others,1,1.2,43.1,13,1
288,5009122,F,N,N,157500.0,Commercial associate,Higher education,Separated,Own House,Others,1,1.2,43.1,13,1
289,5009123,F,N,N,157500.0,Commercial associate,Higher education,Separated,Own House,Others,1,1.2,43.1,44,1
290,5009124,F,N,N,157500.0,Commercial associate,Higher education,Separated,Own House,Others,1,1.2,43.1,13,1
291,5009125,F,N,N,157500.0,Commercial associate,Higher education,Separated,Own House,Others,1,1.2,43.1,47,1
292,5009126,F,N,N,157500.0,Commercial associate,Higher education,Separated,Own House,Others,1,1.2,43.1,13,1
293,5009127,F,N,N,157500.0,Commercial associate,Higher education,Separated,Own House,Others,1,1.2,43.1,23,1
294,5009128,F,N,N,157500.0,Commercial associate,Higher education,Separated,Own House,Others,1,1.2,43.1,13,1
295,5009129,F,N,N,157500.0,Commercial associate,Higher education,Separated,Own House,Others,1,1.2,43.1,12,1
296,5009130,F,N,N,157500.0,Commercial associate,Higher education,Separated,Own House,Others,1,1.2,43.1,23,1
297,5009131,F,N,N,157500.0,Commercial associate,Higher education,Separated,Own House,Others,1,1.2,43.1,13,1
299,5009133,M,N,Y,276750.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,59.4,17,1
300,5009134,M,N,Y,276750.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,59.4,17,1
301,5009135,M,N,Y,276750.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,59.4,10,0
302,5009136,M,N,Y,276750.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,59.4,16,1
303,5009137,M,N,Y,276750.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,59.4,10,0
304,5009138,M,N,Y,276750.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,59.4,17,1
305,5009139,M,N,Y,276750.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,59.4,5,0
306,5009140,M,N,Y,276750.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,59.4,10,0
307,5009141,F,N,N,135000.0,Working,Secondary education,Civil marriage,Own House,Managers,2,4.3,26.5,34,1
308,5009142,F,N,N,135000.0,Working,Secondary education,Civil marriage,Own House,Managers,2,4.3,26.5,12,0
309,5009143,M,Y,N,225000.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,50.1,12,0
310,5009144,M,Y,N,225000.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,50.1,11,0
311,5009145,M,Y,N,276750.0,Working,Higher education,Married,Own House,Managers,2,10.2,43.4,36,1
312,5009146,M,Y,N,276750.0,Working,Higher education,Married,Own House,Managers,2,10.2,43.4,26,1
313,5009147,M,Y,N,276750.0,Working,Higher education,Married,Own House,Managers,2,10.2,43.4,13,1
314,5009149,M,Y,N,276750.0,Working,Higher education,Married,Own House,Managers,2,10.2,43.4,8,0
315,5009150,M,Y,N,276750.0,Working,Higher education,Married,Own House,Managers,2,10.2,43.4,18,1
318,5009151,F,N,N,180000.0,Working,Secondary education,Married,Own House,Sales staff,2,7.9,53.6,30,1
319,5009152,F,N,N,180000.0,Working,Secondary education,Married,Own House,Sales staff,2,7.9,53.6,48,1
320,5009153,F,N,N,180000.0,Working,Secondary education,Married,Own House,Sales staff,2,7.9,53.6,48,1
321,5009154,F,N,N,180000.0,Working,Secondary education,Married,Own House,Sales staff,2,7.9,53.6,29,1
322,5009155,F,N,N,180000.0,Working,Secondary education,Married,Own House,Sales staff,2,7.9,53.6,28,1
323,5009156,F,N,N,180000.0,Working,Secondary education,Married,Own House,Sales staff,2,7.9,53.6,18,1
324,5009157,F,N,N,180000.0,Working,Secondary education,Married,Own House,Sales staff,2,7.9,53.6,48,1
325,5009158,F,N,N,180000.0,Working,Secondary education,Married,Own House,Sales staff,2,7.9,53.6,44,1
326,5009159,F,N,N,180000.0,Working,Secondary education,Married,Own House,Sales staff,2,7.9,53.6,5,1
327,5009160,F,N,N,180000.0,Working,Secondary education,Married,Own House,Sales staff,2,7.9,53.6,22,1
328,5009161,F,N,N,180000.0,Working,Secondary education,Married,Own House,Sales staff,2,7.9,53.6,24,1
329,5009162,F,N,N,180000.0,Working,Secondary education,Married,Own House,Sales staff,2,7.9,53.6,48,1
330,5009163,F,N,N,157500.0,Working,Secondary education,Married,Own House,Sales staff,2,8.7,35.4,13,0
331,5009164,F,N,N,157500.0,Working,Secondary education,Married,Own House,Sales staff,2,8.7,35.4,17,0
332,5009165,F,N,N,157500.0,Working,Secondary education,Married,Own House,Sales staff,2,8.7,35.4,17,0
333,5009166,F,N,N,157500.0,Working,Secondary education,Married,Own House,Sales staff,2,8.7,35.4,17,0
334,5009168,F,N,N,157500.0,Working,Secondary education,Married,Own House,Sales staff,2,8.7,35.4,17,0
336,5009170,F,Y,N,144000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.7,14,0
337,5009177,M,Y,N,229500.0,Working,Higher education,Married,Co-op apartment,Laborers,2,3.4,50.2,50,0
338,5009178,M,Y,N,229500.0,Working,Higher education,Married,Co-op apartment,Laborers,2,3.4,50.2,35,0
339,5009179,M,Y,N,229500.0,Working,Higher education,Married,Co-op apartment,Laborers,2,3.4,50.2,13,1
340,5009180,M,Y,N,229500.0,Working,Higher education,Married,Co-op apartment,Laborers,2,3.4,50.2,39,0
341,5009181,M,Y,N,229500.0,Working,Higher education,Married,Co-op apartment,Laborers,2,3.4,50.2,13,0
342,5009182,M,Y,N,229500.0,Working,Higher education,Married,Co-op apartment,Laborers,2,3.4,50.2,35,1
343,5009183,M,Y,N,229500.0,Working,Higher education,Married,Co-op apartment,Laborers,2,3.4,50.2,32,1
345,5009186,F,N,N,270000.0,Working,Higher education,Married,Own House,Managers,2,12.35,48.1,4,0
346,5009187,F,N,N,270000.0,Working,Higher education,Married,Own House,Managers,2,12.35,48.1,5,0
347,5009188,F,N,N,270000.0,Working,Higher education,Married,Own House,Managers,2,12.35,48.1,17,0
348,5009189,F,N,N,270000.0,Working,Higher education,Married,Own House,Managers,2,12.35,48.1,17,0
349,5009190,F,N,N,270000.0,Working,Higher education,Married,Own House,Managers,2,12.35,48.1,23,1
350,5009191,F,N,N,270000.0,Working,Higher education,Married,Own House,Managers,2,12.35,48.1,17,0
351,5009192,F,N,N,270000.0,Working,Higher education,Married,Own House,Managers,2,12.35,48.1,34,1
352,5009193,F,N,N,270000.0,Working,Higher education,Married,Own House,Managers,2,12.35,48.1,30,1
353,5009195,F,N,N,276750.0,State servant,Secondary education,Married,Own House,Accountants,2,12.35,57.4,5,0
354,5009196,F,N,N,276750.0,State servant,Secondary education,Married,Own House,Accountants,2,12.35,57.4,8,0
355,5009198,F,N,N,276750.0,State servant,Secondary education,Married,Own House,Accountants,2,12.35,57.4,46,1
356,5009201,F,N,N,276750.0,State servant,Secondary education,Married,Own House,Accountants,2,12.35,57.4,2,0
357,5009202,F,N,N,276750.0,State servant,Secondary education,Married,Own House,Accountants,2,12.35,57.4,5,0
358,5009203,F,N,N,276750.0,State servant,Secondary education,Married,Own House,Accountants,2,12.35,57.4,21,1
359,5009204,F,N,N,276750.0,State servant,Secondary education,Married,Own House,Accountants,2,12.35,57.4,3,0
360,5009205,F,N,N,276750.0,State servant,Secondary education,Married,Own House,Accountants,2,12.35,57.4,5,1
361,5009206,F,N,N,276750.0,State servant,Secondary education,Married,Own House,Accountants,2,12.35,57.4,22,0
362,5009207,F,N,N,276750.0,State servant,Secondary education,Married,Own House,Accountants,2,12.35,57.4,22,0
363,5009208,F,N,N,276750.0,State servant,Secondary education,Married,Own House,Accountants,2,12.35,57.4,42,1
364,5009209,F,N,N,276750.0,State servant,Secondary education,Married,Own House,Accountants,2,12.35,57.4,46,0
365,5009210,F,N,N,276750.0,State servant,Secondary education,Married,Own House,Accountants,2,12.35,57.4,4,0
368,5009213,F,N,N,270000.0,Working,Higher education,Married,Own House,Accountants,2,2.4,33.8,23,1
369,5009215,F,N,N,270000.0,Working,Higher education,Married,Own House,Accountants,2,2.4,33.8,58,1
370,5009216,F,N,N,270000.0,Working,Higher education,Married,Own House,Accountants,2,2.4,33.8,5,0
371,5009217,F,N,N,270000.0,Working,Higher education,Married,Own House,Accountants,2,2.4,33.8,5,0
374,5009220,F,Y,N,225000.0,Working,Secondary education,Married,Own House,Managers,2,2.2,40.2,28,1
375,5009222,F,Y,N,225000.0,Working,Secondary education,Married,Own House,Managers,2,2.2,40.2,48,0
376,5009223,F,Y,N,225000.0,Working,Secondary education,Married,Own House,Managers,2,2.2,40.2,41,0
377,5009224,F,Y,N,225000.0,Working,Secondary education,Married,Own House,Managers,2,2.2,40.2,51,1
378,5009225,F,Y,N,225000.0,Working,Secondary education,Married,Own House,Managers,2,2.2,40.2,28,1
379,5009226,F,Y,N,225000.0,Working,Secondary education,Married,Own House,Managers,2,2.2,40.2,48,0
380,5009227,F,Y,N,225000.0,Working,Secondary education,Married,Own House,Managers,2,2.2,40.2,21,0
381,5009232,F,Y,N,225000.0,Working,Secondary education,Married,Own House,Managers,2,2.2,40.2,36,1
382,5009233,F,Y,N,225000.0,Working,Secondary education,Married,Own House,Managers,2,2.2,40.2,48,0
383,5009234,F,Y,N,225000.0,Working,Secondary education,Married,Own House,Managers,2,2.2,40.2,14,1
384,5009236,F,Y,N,225000.0,Working,Secondary education,Married,Own House,Managers,2,2.2,40.2,31,0
388,5009238,M,Y,N,157500.0,Working,Higher education,Married,Own House,Drivers,2,2.7,29.1,21,1
389,5009239,M,Y,N,157500.0,Working,Higher education,Married,Own House,Drivers,2,2.7,29.1,5,1
390,5009240,M,Y,N,157500.0,Working,Higher education,Married,Own House,Drivers,2,2.7,29.1,34,1
391,5009241,M,Y,N,157500.0,Working,Higher education,Married,Own House,Drivers,2,2.7,29.1,11,1
393,5009242,F,N,N,74250.0,Working,Higher education,Separated,Municipal apartment,Core staff,1,12.35,52.3,35,1
394,5009243,F,N,N,74250.0,Working,Higher education,Separated,Municipal apartment,Core staff,1,12.35,52.3,8,0
395,5009244,F,N,N,74250.0,Working,Higher education,Separated,Municipal apartment,Core staff,1,12.35,52.3,5,1
396,5009246,F,N,N,135000.0,Commercial associate,Secondary education,Married,Own House,Others,2,5.9,38.9,32,1
397,5009247,F,N,N,135000.0,Commercial associate,Secondary education,Married,Own House,Others,2,5.9,38.9,19,1
398,5009248,F,N,N,135000.0,Commercial associate,Secondary education,Married,Own House,Others,2,5.9,38.9,18,0
399,5009249,M,Y,N,135000.0,Working,Secondary education,Married,Own House,Drivers,3,2.5,27.3,27,1
400,5009250,M,Y,N,135000.0,Working,Secondary education,Married,Own House,Drivers,3,2.5,27.3,10,1
401,5009251,M,Y,N,135000.0,Working,Secondary education,Married,Own House,Drivers,3,2.5,27.3,27,1
402,5009252,M,Y,N,135000.0,Working,Secondary education,Married,Own House,Drivers,3,2.5,27.3,13,1
403,5009253,M,Y,N,135000.0,Working,Secondary education,Married,Own House,Drivers,3,2.5,27.3,23,1
405,5009255,F,N,N,144000.0,Working,Secondary education,Single / not married,Own House,Low-skill Laborers,1,12.35,43.8,5,0
406,5009257,F,N,N,144000.0,Working,Secondary education,Single / not married,Own House,Low-skill Laborers,1,12.35,43.8,8,0
407,5009258,F,N,N,144000.0,Working,Secondary education,Single / not married,Own House,Low-skill Laborers,1,12.35,43.8,8,0
408,5009260,F,N,N,202500.0,State servant,Higher education,Married,Own House,Core staff,2,3.5,39.9,5,1
409,5009261,F,N,N,202500.0,State servant,Higher education,Married,Own House,Core staff,2,3.5,39.9,22,1
410,5009262,F,N,N,202500.0,State servant,Higher education,Married,Own House,Core staff,2,3.5,39.9,5,1
411,5009263,F,N,N,202500.0,State servant,Higher education,Married,Own House,Core staff,2,3.5,39.9,17,0
413,5009264,F,N,N,40500.0,Pensioner,Secondary education,Single / not married,Own House,Unemployed,1,0.0,57.8,12,0
414,5009265,M,Y,N,276750.0,State servant,Higher education,Married,Own House,Managers,2,4.5,28.1,36,1
415,5009266,M,Y,N,276750.0,State servant,Higher education,Married,Own House,Managers,2,4.5,28.1,16,0
416,5009267,M,Y,N,276750.0,State servant,Higher education,Married,Own House,Managers,2,4.5,28.1,18,0
417,5009268,M,Y,N,276750.0,State servant,Higher education,Married,Own House,Managers,2,4.5,28.1,27,1
418,5009269,M,Y,N,276750.0,State servant,Higher education,Married,Own House,Managers,2,4.5,28.1,35,1
419,5009270,M,N,N,180000.0,Commercial associate,Secondary education,Married,Municipal apartment,Laborers,2,6.7,40.5,29,0
420,5009271,M,N,N,180000.0,Commercial associate,Secondary education,Married,Municipal apartment,Laborers,2,6.7,40.5,30,0
421,5009272,M,N,N,180000.0,Commercial associate,Secondary education,Married,Municipal apartment,Laborers,2,6.7,40.5,26,0
422,5009274,M,N,N,180000.0,Commercial associate,Secondary education,Married,Municipal apartment,Laborers,2,6.7,40.5,41,0
423,5009275,M,N,N,180000.0,Commercial associate,Secondary education,Married,Municipal apartment,Laborers,2,6.7,40.5,30,1
424,5009276,M,N,N,180000.0,Commercial associate,Secondary education,Married,Municipal apartment,Laborers,2,6.7,40.5,16,0
425,5009277,M,N,N,180000.0,Commercial associate,Secondary education,Married,Municipal apartment,Laborers,2,6.7,40.5,27,0
426,5009278,F,N,N,130500.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,12.35,41.5,21,1
427,5009279,F,N,N,130500.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,12.35,41.5,41,0
428,5009280,F,N,N,130500.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,12.35,41.5,41,0
429,5009281,F,N,N,130500.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,12.35,41.5,40,1
430,5009284,F,N,N,130500.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,12.35,41.5,59,1
431,5009285,F,N,N,130500.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,12.35,41.5,17,0
432,5009286,F,N,N,130500.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,12.35,41.5,31,0
433,5009287,F,N,N,130500.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,12.35,41.5,25,0
434,5009289,F,N,N,130500.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,12.35,41.5,5,1
435,5009290,F,N,N,130500.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,12.35,41.5,21,1
436,5009291,F,N,N,130500.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,12.35,41.5,10,0
437,5009292,F,N,N,130500.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,12.35,41.5,35,0
438,5009293,F,N,N,130500.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,12.35,41.5,40,1
439,5009294,F,N,N,130500.0,Working,Secondary education,Civil marriage,Own House,Low-skill Laborers,2,12.35,41.5,31,1
440,5009295,F,N,N,144000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,57.6,34,1
441,5009296,F,N,N,144000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,57.6,2,0
442,5009297,F,N,N,193500.0,Working,Secondary education,Single / not married,Municipal apartment,Laborers,1,5.1,44.1,23,0
443,5009299,F,N,N,193500.0,Working,Secondary education,Single / not married,Municipal apartment,Laborers,1,5.1,44.1,34,0
444,5009300,F,N,N,193500.0,Working,Secondary education,Single / not married,Municipal apartment,Laborers,1,5.1,44.1,13,0
445,5009301,F,N,N,193500.0,Working,Secondary education,Single / not married,Municipal apartment,Laborers,1,5.1,44.1,5,0
447,5009302,F,N,N,112500.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,60.4,26,1
448,5009303,F,N,N,112500.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,60.4,36,0
449,5009304,F,N,N,112500.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,60.4,35,1
450,5009305,F,N,N,112500.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,60.4,13,0
451,5009306,F,Y,N,135000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,55.2,28,0
452,5009307,F,Y,N,135000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,55.2,28,0
453,5009308,F,Y,N,135000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,55.2,40,1
454,5009309,F,Y,N,135000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,55.2,32,1
